,sentence,correct label,predicted label,is correct,is train,
19183,im looking for a moderately priced restaurant that serves scottish food,inform,inform,True,True,
19184,thank you,thankyou,thankyou,True,True,
19185,the south part of town,inform,inform,True,True,
19186,address,request,request,True,True,
19187,i want a moderately priced restaurant in the north part of town,inform,inform,True,True,
19188,whats the phone number,request,request,True,True,
19189,gastro pub food,inform,inform,True,True,
19190,correct,affirm,affirm,True,True,
19191,yes,affirm,affirm,True,True,
19192,thank you good bye,thankyou,thankyou,True,True,
19193,noise,null,null,True,True,
19194,a moderately priced restaurant that serves,inform,inform,True,True,
19195,whats the address and phone number,request,request,True,True,
19196,what is the phone number,request,request,True,True,
19197,in the south part of town,inform,inform,True,True,
19198,east part of town,inform,inform,True,True,
19199,no,negate,negate,True,True,
19200,thank you good bye,thankyou,thankyou,True,True,
19201,dont care,inform,inform,True,True,
19202,thank you good bye,thankyou,thankyou,True,True,
19203,thank you good bye,thankyou,thankyou,True,True,
19204,any area,inform,inform,True,True,
19205,jamaican,inform,inform,True,True,
19206,spanish food,inform,inform,True,True,
19207,west area,inform,inform,True,True,
19208,thank you good bye,thankyou,thankyou,True,True,
19209,noise,null,null,True,True,
19210,address,request,request,True,True,
19211,okay what about north american food,reqalts,reqalts,True,True,
19212,good bye,bye,bye,True,True,
19213,im looking for cheap food in the north of town,inform,inform,True,True,
19214,any type,inform,inform,True,True,
19215,im looking for a restaurant in the west part of town serving italian food,inform,inform,True,True,
19216,address,request,request,True,True,
19217,thank you good bye,thankyou,thankyou,True,True,
19218,i need asian food,inform,inform,True,True,
19219,address,request,request,True,True,
19220,what is there in the north,inform,reqalts,False,True,
19221,uh whats the address,request,request,True,True,
19222,noise im looking for a moderately priced restaurant,inform,inform,True,True,
19223,yes,affirm,affirm,True,True,
19224,what is the address,request,request,True,True,
19225,what is the address,request,request,True,True,
19226,price range,request,request,True,True,
19227,noise,null,null,True,True,
19228,dont care,inform,inform,True,True,
19229,im looking for a moderately priced restaurant that serves,inform,inform,True,True,
19230,can i get the phone number,request,request,True,True,
19231,post code,request,request,True,True,
19232,phone number,request,request,True,True,
19233,moderate,inform,inform,True,True,
19234,noise restaurant west part of town danish food,inform,inform,True,True,
19235,type of food,request,request,True,True,
19236,what is the phone number,request,request,True,True,
19237,whats the address,request,request,True,True,
19238,no,negate,negate,True,True,
19239,what is the phone number,request,request,True,True,
19240,persian,inform,inform,True,True,
19241,indian food noise,inform,inform,True,True,
19242,right on good bye peace,affirm,affirm,True,True,
19243,thank you good bye,thankyou,thankyou,True,True,
19244,west,inform,inform,True,True,
19245,how about chinese food,reqalts,reqalts,True,True,
19246,moderately priced,inform,inform,True,True,
19247,i want an expensive restaurant that serves portuguese food,inform,inform,True,True,
19248,greek,inform,inform,True,True,
19249,sea food,inform,inform,True,True,
19250,unintelligible,null,null,True,True,
19251,phone number,request,request,True,True,
19252,im looking for a cheap restaurant in the north part of town,inform,inform,True,True,
19253,im looking for a restaurant in the east part of town that serves afghan food,inform,inform,True,True,
19254,what is the phone number,request,request,True,True,
19255,i am looking for gastropub food,inform,inform,True,True,
19256,address phone number,request,request,True,True,
19257,area,request,request,True,True,
19258,what about the phone number,request,request,True,True,
19259,whats the address and phone number,request,request,True,True,
19260,thank you goodbye,thankyou,thankyou,True,True,
19261,hi i need a restaurant in any area,hello,hello,True,True,
19262,thank you good bye,thankyou,thankyou,True,True,
19263,im looking for a restaurant serving,inform,inform,True,True,
19264,chinese food east part of town,inform,inform,True,True,
19265,im looking for a cheap vietnamese restaurant,inform,inform,True,True,
19266,thank you good bye,thankyou,thankyou,True,True,
19267,okay whats the address,request,request,True,True,
19268,i dont care,inform,inform,True,True,
19269,moderate price restaurant,inform,inform,True,True,
19270,indian,inform,inform,True,True,
19271,thank you,thankyou,thankyou,True,True,
19272,how about moroccan food,reqalts,reqalts,True,True,
19273,thank you good bye,thankyou,thankyou,True,True,
19274,i dont care,inform,inform,True,True,
19275,what is the address and phone number,request,request,True,True,
19276,i would like to find a restaurant in the north part of town,inform,inform,True,True,
19277,looking for a restaurant in the north of town,inform,inform,True,True,
19278,korean,inform,inform,True,True,
19279,in the north part of town,inform,inform,True,True,
19280,im looking for a cheap restaurant in the south part of town,inform,inform,True,True,
19281,is there anything else,reqalts,reqalts,True,True,
19282,is there anything else,reqalts,reqalts,True,True,
19283,what about asian oriental,reqalts,reqalts,True,True,
19284,what is the area,request,request,True,True,
19285,and the price range,request,request,True,True,
19286,i want a cheap restaurant that serves unusual food,inform,inform,True,True,
19287,yeah,affirm,affirm,True,True,
19288,any price range,inform,inform,True,True,
19289,im looking for a restaurant in the east part of town that serves international,inform,inform,True,True,
19290,is there another restaurant that serves portuguese food,reqalts,reqalts,True,True,
19291,what about indian food,reqalts,reqalts,True,True,
19292,sea food,inform,inform,True,True,
19293,christmas food west of town,inform,inform,True,True,
19294,what is the address,request,request,True,True,
19295,how about a restaurant that serves thai food,reqalts,reqalts,True,True,
19296,thank you good bye,thankyou,thankyou,True,True,
19297,no,negate,negate,True,True,
19298,what area of town is it in,request,request,True,True,
19299,area,request,request,True,True,
19300,thank you good,thankyou,thankyou,True,True,
19301,what is the address,request,request,True,True,
19302,moderately priced restaurant,inform,inform,True,True,
19303,can i have the phone number,request,request,True,True,
19304,any,inform,inform,True,True,
19305,sil,null,null,True,True,
19306,phone number,request,request,True,True,
19307,thank you good bye,thankyou,thankyou,True,True,
19308,looking for a restaurant,inform,inform,True,True,
19309,system irish food,inform,inform,True,True,
19310,serving austrian food,inform,inform,True,True,
19311,id like a restaurant in any area that serves vegetarian food,inform,inform,True,True,
19312,no,negate,negate,True,True,
19313,expensive restaurant,inform,inform,True,True,
19314,expensive restaurants,inform,inform,True,True,
19315,i dont care,inform,inform,True,True,
19316,brazilian food,inform,inform,True,True,
19317,thai food,inform,inform,True,True,
19318,im looking for a restaurant in any area that serves polynesian food,inform,inform,True,True,
19319,whats the address,request,request,True,True,
19320,may i have the address please,request,request,True,True,
19321,phone number,request,request,True,True,
19322,sil,null,null,True,True,
19323,thank you good bye,thankyou,thankyou,True,True,
19324,thank you goodbye,thankyou,thankyou,True,True,
19325,mediterranean food,inform,inform,True,True,
19326,okay change restaurant,inform,inform,True,True,
19327,what is the address,request,request,True,True,
19328,west,inform,inform,True,True,
19329,whats the address,request,request,True,True,
19330,address,request,request,True,True,
19331,north,inform,inform,True,True,
19332,thank you good bye,thankyou,thankyou,True,True,
19333,not sure,null,null,True,True,
19334,any kind,inform,inform,True,True,
19335,thank you good bye,thankyou,thankyou,True,True,
19336,any of those things,inform,inform,True,True,
19337,expensive,inform,inform,True,True,
19338,unintelligible,null,null,True,True,
19339,phone number,request,request,True,True,
19340,im looking for a cheap restaurant in the west part of town,inform,inform,True,True,
19341,indian food,inform,inform,True,True,
19342,how about oriental type of food,reqalts,reqalts,True,True,
19343,im looking for a expensive restaurant that serves vegetarian food,inform,inform,True,True,
19344,is there anything else,reqalts,reqalts,True,True,
19345,thank you goodbye,thankyou,thankyou,True,True,
19346,right,affirm,affirm,True,True,
19347,whats the phone number,request,request,True,True,
19348,spensive,inform,inform,True,True,
19349,what about a restaurant that serves vietnamese,inform,reqalts,False,True,
19350,australia asian food,inform,inform,True,True,
19351,african food,inform,inform,True,True,
19352,i want a restaurant that serves cantonese food,inform,inform,True,True,
19353,i dont care,inform,inform,True,True,
19354,um thank you good bye,thankyou,thankyou,True,True,
19355,is there an expensive restaurant that serves french,inform,inform,True,True,
19356,what is the address,request,request,True,True,
19357,irish food,inform,inform,True,True,
19358,could i have the phone number and address please,request,request,True,True,
19359,how about the north part,reqalts,reqalts,True,True,
19360,i dont care,inform,inform,True,True,
19361,what about in the center of town,inform,reqalts,False,True,
19362,asian restaurant,inform,inform,True,True,
19363,can i get the address and phone number,request,request,True,True,
19364,i am looking for an expensive restaurant on the east part of town,inform,inform,True,True,
19365,thank you goodbye,thankyou,thankyou,True,True,
